employee_id,fullname,nip,years_of_service_months,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,is_high
EMP100712,Dinda Tamba,982174,84,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Marketing,Operations,Commercial,IV,SMA,Statistics,0.0
EMP100713,Iman Indrawan,346078,51,PT Aurora Beauty Indonesia,Store,Sales Supervisor,HR,Sales,Commercial,III,S1,Statistics,1.0
EMP100714,Anisa Fadillah Mahendra,498187,35,PT Aurora Beauty Indonesia,HQ,Supply Planner,HR,Talent Management,HR & Corp Affairs,IV,D3,Psychology,0.0
EMP100715,Novi Yudhistira Herlambang,410178,37,PT VASKA Wellness,Plant,HRBP,IT,Talent Management,HR & Corp Affairs,III,S2,Engineering,0.0
EMP100716,Rizka Iqbal Firmansyah,947891,30,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Marketing,Sales,Commercial,V,D3,Design,0.0
EMP100717,Nabila Utama Ananda,144294,28,PT Mandala Distribution Center,Store,Brand Executive,R&D,Talent Management,Technology,IV,S2,Economics,0.0
EMP100718,Ayunda Mahardika Utami,466766,72,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Operations,Product Dev,HR & Corp Affairs,III,SMA,Economics,
EMP100719,Dimas Gunawan,579299,10,PT Mandala Distribution Center,Plant,Sales Supervisor,Marketing,Talent Management,Commercial,V,SMA,Psychology,0.0
EMP100720,Bayu Lukman,688968,44,PT VASKA Wellness,Distribution,HRBP,Operations,Digital Marketing,HR & Corp Affairs,V,D3,Design,0.0
EMP100721,Nadia Rachman Maulana,369106,54,PT Aurora Beauty Indonesia,Store,Brand Executive,Marketing,Digital Marketing,Commercial,V,D3,Design,0.0
EMP100722,Nadia Zulfikar,906870,68,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Operations,Product Dev,Technology,III,D3,Engineering,0.0
EMP100723,Ayu Aji Permadi,601705,35,PT Mandala Distribution Center,HQ,Sales Supervisor,Finance,Digital Marketing,Technology,IV,D3,Design,1.0
EMP100724,Iman Fadillah Pratama,562248,26,PT Lumo Cosmetics Asia,Distribution,Supply Planner,R&D,Sales,Technology,III,SMA,Business,0.0
EMP100725,Evi Baskara Suharto,891924,46,PT Lumo Cosmetics Asia,Store,Supply Planner,Marketing,Operations,Technology,V,S2,Business,0.0
EMP100726,Fajar Pradana,756675,76,PT VASKA Wellness,HQ,Finance Officer,Finance,Product Dev,Commercial,IV,D3,Business,0.0
EMP100727,Sari Utama Hidayat,408415,41,PT VASKA Wellness,Store,Finance Officer,Finance,Operations,Technology,IV,SMA,Statistics,1.0
EMP100728,Rani Pradana,909546,75,PT Mandala Distribution Center,Distribution,HRBP,Finance,Product Dev,Commercial,IV,SMA,Business,0.0
EMP100729,Ayunda Zulfikar,119515,102,PT VASKA Wellness,HQ,Finance Officer,HR,Product Dev,Commercial,IV,S2,Design,0.0
EMP100730,Iman Yudhistira Gunawan,364991,54,PT Mandala Distribution Center,Plant,Supply Planner,R&D,Digital Marketing,Commercial,V,D3,Design,0.0
EMP100731,Adi Maulana,507025,7,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,Finance,Operations,Commercial,III,S2,Psychology,0.0
EMP100732,Ayunda Setiawan,468868,68,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,R&D,Digital Marketing,HR & Corp Affairs,IV,D3,Statistics,0.0
EMP100733,Utami Purnama,310018,46,PT Mandala Distribution Center,Store,Supply Planner,IT,Operations,Commercial,III,S2,Psychology,0.0
EMP100734,Dimas Utami,618258,14,PT Mandala Distribution Center,Plant,Finance Officer,IT,Product Dev,HR & Corp Affairs,IV,D3,Psychology,0.0
EMP100735,Oka Suharto,542553,87,PT Mandala Distribution Center,Distribution,Sales Supervisor,HR,Product Dev,Commercial,IV,SMA,Psychology,0.0
EMP100736,Oktavia Situmorang,895851,17,PT Lumo Cosmetics Asia,HQ,Supply Planner,R&D,Sales,HR & Corp Affairs,IV,S1,Design,0.0
EMP100737,Dwi Mahardika Lukman,994469,18,PT Mandala Distribution Center,Store,Data Analyst,Marketing,Operations,Technology,III,D3,Design,0.0
EMP100738,Ahmad Halim,431087,48,PT Lumo Cosmetics Asia,Store,Supply Planner,IT,Digital Marketing,Commercial,III,SMA,Engineering,0.0
EMP100739,Prasetyo Halim Wijaya,485042,32,PT Mandala Distribution Center,HQ,HRBP,R&D,Talent Management,Commercial,III,S2,Economics,1.0
EMP100740,Cahyo Herlambang,437384,91,PT Mandala Distribution Center,Store,HRBP,HR,Sales,Commercial,III,S1,Business,0.0
EMP100741,Zaki Pratomo,303814,37,PT Lumo Cosmetics Asia,Plant,Finance Officer,IT,Product Dev,HR & Corp Affairs,III,S2,Statistics,
EMP100742,Adi Dharma Rohman,629703,67,PT Aurora Beauty Indonesia,HQ,Data Analyst,R&D,Operations,Commercial,III,S2,Economics,0.0
EMP100743,Nabila Wijaya,323880,16,PT Lumo Cosmetics Asia,Plant,Brand Executive,R&D,Sales,HR & Corp Affairs,IV,SMA,Design,
EMP100744,Zaki Situmorang,563399,58,PT Aurora Beauty Indonesia,Store,Sales Supervisor,Finance,Operations,Technology,V,S1,Statistics,0.0
EMP100745,Mahendra Utama Hartanto,124854,40,PT Aurora Beauty Indonesia,HQ,Supply Planner,R&D,Talent Management,HR & Corp Affairs,III,S1,Design,0.0
EMP100746,Rizka Mahardika Indrawan,504260,55,PT Mandala Distribution Center,Plant,Brand Executive,R&D,Talent Management,HR & Corp Affairs,III,S1,Economics,0.0
EMP100747,Tania Pratama,601549,41,PT Lumo Cosmetics Asia,Plant,Supply Planner,HR,Operations,Commercial,III,SMA,Statistics,0.0
EMP100748,Nurlita Utami,569358,92,PT Aurora Beauty Indonesia,Store,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,III,D3,Design,0.0
EMP100749,Ayunda Indrawan,175671,62,PT VASKA Wellness,Distribution,Brand Executive,HR,Digital Marketing,Technology,III,S2,Statistics,0.0
EMP100750,Joko Qolbi Hasibuan,417724,36,PT Lumo Cosmetics Asia,Store,Data Analyst,R&D,Operations,HR & Corp Affairs,V,S1,Design,1.0
EMP100751,Hana Indrawan,449367,36,PT Aurora Beauty Indonesia,Distribution,Finance Officer,HR,Talent Management,HR & Corp Affairs,V,S2,Statistics,0.0
EMP100752,Intan Salsabila,513523,28,PT Lumo Cosmetics Asia,HQ,Brand Executive,R&D,Sales,HR & Corp Affairs,IV,S2,Engineering,0.0
EMP100753,Luthfi Fadillah Fauziah,533963,25,PT Aurora Beauty Indonesia,Plant,Brand Executive,R&D,Product Dev,Commercial,IV,D3,Economics,0.0
EMP100754,Dian Iqbal Permadi,468328,91,PT Mandala Distribution Center,Distribution,Sales Supervisor,IT,Operations,Commercial,IV,SMA,Engineering,0.0
EMP100755,Iman Utami,242416,127,PT VASKA Wellness,HQ,Brand Executive,IT,Sales,HR & Corp Affairs,IV,S1,Psychology,0.0
EMP100756,Ari Herlambang,988312,68,PT VASKA Wellness,Plant,Finance Officer,Finance,Operations,Commercial,IV,D3,Engineering,0.0
EMP100757,Prasetyo Rohman,753757,71,PT Mandala Distribution Center,Distribution,HRBP,Finance,Product Dev,Commercial,V,SMA,Design,0.0
EMP100758,Dwi Adi Maulana,397584,73,PT Lumo Cosmetics Asia,Plant,Finance Officer,Operations,Product Dev,HR & Corp Affairs,V,SMA,Engineering,1.0
EMP100759,Rendra Nabila Maulida,387493,42,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Operations,Operations,HR & Corp Affairs,IV,D3,Engineering,0.0
EMP100760,Cahyo Tri Herlambang,287273,62,PT Aurora Beauty Indonesia,Plant,Data Analyst,Operations,Talent Management,Technology,IV,D3,Statistics,0.0
EMP100761,Maya Situmorang,471450,57,PT VASKA Wellness,HQ,Finance Officer,R&D,Talent Management,Commercial,IV,S1,Economics,1.0
EMP100762,Valdo Kusuma Tamba,591148,41,PT VASKA Wellness,Distribution,Supply Planner,Finance,Digital Marketing,Commercial,IV,S2,Business,0.0
EMP100763,Budi Pamungkas,438980,40,PT Aurora Beauty Indonesia,Plant,Brand Executive,Finance,Operations,HR & Corp Affairs,III,D3,Engineering,0.0
EMP100764,Nugroho Pradana,108908,19,PT Mandala Distribution Center,Distribution,Sales Supervisor,R&D,Digital Marketing,Commercial,III,SMA,Business,0.0
EMP100765,Utami Hidayat,140307,80,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Finance,Sales,Commercial,IV,D3,Psychology,0.0
EMP100766,Zaki Adi Utami,757908,12,PT Lumo Cosmetics Asia,Store,Data Analyst,R&D,Talent Management,HR & Corp Affairs,III,SMA,Psychology,0.0
EMP100767,Zahra Hasibuan,460906,47,PT Aurora Beauty Indonesia,Plant,Supply Planner,Operations,Product Dev,HR & Corp Affairs,III,S1,Psychology,0.0
EMP100768,Nurlita Fadillah Kusuma,934059,79,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,R&D,Digital Marketing,Commercial,IV,S2,Engineering,0.0
EMP100769,Ari Halim,756507,24,PT VASKA Wellness,Distribution,Supply Planner,Finance,Talent Management,Technology,V,S1,Psychology,0.0
EMP100770,Arif Qolbi Saputra,948555,59,PT Aurora Beauty Indonesia,Plant,Data Analyst,Finance,Digital Marketing,Technology,V,D3,Engineering,0.0
EMP100771,Rani Aji Herlambang,583706,68,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,Marketing,Talent Management,HR & Corp Affairs,V,S1,Engineering,0.0
EMP100772,Ayunda Subekti,761115,26,PT Lumo Cosmetics Asia,Store,HRBP,R&D,Product Dev,HR & Corp Affairs,IV,D3,Business,0.0
EMP100773,Ayu Hidayat,596588,21,PT Lumo Cosmetics Asia,Store,Finance Officer,HR,Product Dev,HR & Corp Affairs,V,S2,Economics,0.0
EMP100774,Maya Sinaga,138097,41,PT Lumo Cosmetics Asia,Plant,Brand Executive,Operations,Talent Management,Technology,V,D3,Engineering,0.0
EMP100775,Kartika Anggara,828890,61,PT Mandala Distribution Center,Plant,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,III,S2,Economics,0.0
EMP100776,Yuni Gunawan,274662,62,PT VASKA Wellness,Distribution,Data Analyst,R&D,Digital Marketing,HR & Corp Affairs,IV,SMA,Economics,0.0
EMP100777,Ahmad Fadillah Pratama,659628,87,PT Aurora Beauty Indonesia,Plant,Finance Officer,Finance,Product Dev,HR & Corp Affairs,IV,S2,Psychology,0.0
EMP100778,Arif Qolbi Suharto,325400,77,PT Lumo Cosmetics Asia,Store,Sales Supervisor,IT,Talent Management,HR & Corp Affairs,III,D3,Statistics,0.0
EMP100779,Ari Dharma Utami,434694,79,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Sales,HR & Corp Affairs,V,D3,Statistics,
EMP100780,Luthfi Pamungkas,669187,12,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,IT,Operations,HR & Corp Affairs,V,S1,Psychology,0.0
EMP100781,Bayu Yulianto,397917,76,PT VASKA Wellness,Store,Data Analyst,HR,Product Dev,HR & Corp Affairs,IV,S2,Statistics,0.0
EMP100782,Adit Utama Siregar,977063,113,PT Mandala Distribution Center,Distribution,Brand Executive,Marketing,Product Dev,Commercial,V,SMA,Statistics,0.0
EMP100783,Kartika Wijaya Permadi,451608,86,PT Aurora Beauty Indonesia,Plant,Data Analyst,Operations,Sales,Commercial,V,S2,Design,0.0
EMP100784,Rendra Yulianto,374213,37,PT Mandala Distribution Center,Distribution,Finance Officer,Finance,Talent Management,Commercial,V,SMA,Design,0.0
EMP100785,Umar Fadillah Handayani,252368,63,PT Aurora Beauty Indonesia,HQ,Data Analyst,IT,Talent Management,Technology,IV,SMA,Engineering,1.0
EMP100786,Nadia Baskara Halim,164008,62,PT Lumo Cosmetics Asia,Store,Sales Supervisor,IT,Talent Management,Technology,V,S1,Economics,0.0
EMP100787,Iman Lestari Tamba,257912,107,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Talent Management,Commercial,III,D3,Statistics,0.0
EMP100788,Bayu Kusuma Hidayat,790848,97,PT VASKA Wellness,HQ,Brand Executive,Finance,Digital Marketing,Commercial,IV,SMA,Design,0.0
EMP100789,Oka Halim Setiawan,683608,72,PT Lumo Cosmetics Asia,Plant,HRBP,IT,Talent Management,HR & Corp Affairs,V,D3,Economics,0.0
EMP100790,Joko Tri Lestari,819024,78,PT Mandala Distribution Center,Distribution,Brand Executive,R&D,Sales,Technology,V,SMA,Psychology,0.0
EMP100791,Rizki Saputra,271921,55,PT Lumo Cosmetics Asia,Plant,Data Analyst,Operations,Sales,HR & Corp Affairs,III,SMA,Design,0.0
EMP100792,Budi Yudhistira Pratama,264181,15,PT VASKA Wellness,Distribution,HRBP,Finance,Digital Marketing,Commercial,III,SMA,Economics,
EMP100793,Zahra Rohman,251478,89,PT Lumo Cosmetics Asia,Distribution,HRBP,R&D,Product Dev,Commercial,III,D3,Statistics,0.0
EMP100794,Wulan Kusuma Mahendra,685446,56,PT Lumo Cosmetics Asia,Store,Brand Executive,HR,Digital Marketing,Commercial,V,SMA,Psychology,0.0
EMP100795,Nugroho Nugroho,532943,37,PT Mandala Distribution Center,Store,Finance Officer,IT,Product Dev,HR & Corp Affairs,IV,S2,Economics,0.0
EMP100796,Adi Ridwan,899205,31,PT Mandala Distribution Center,Store,Supply Planner,Finance,Talent Management,HR & Corp Affairs,V,S2,Business,0.0
EMP100797,Rani Maulida,366951,67,PT Aurora Beauty Indonesia,Store,Sales Supervisor,R&D,Operations,Technology,V,D3,Design,0.0
EMP100798,Valdo Rachman Wibowo,730135,55,PT VASKA Wellness,Store,Supply Planner,Operations,Talent Management,Technology,IV,S2,Psychology,0.0
EMP100799,Fitri Ganesha Yulianto,891424,72,PT Aurora Beauty Indonesia,Store,Sales Supervisor,IT,Product Dev,Commercial,IV,SMA,Design,
EMP100800,Intan Wibowo,249320,19,PT Lumo Cosmetics Asia,HQ,Supply Planner,Operations,Talent Management,HR & Corp Affairs,IV,S2,Engineering,0.0
EMP100801,Umar Ridwan,542243,41,PT Lumo Cosmetics Asia,Plant,HRBP,Operations,Digital Marketing,HR & Corp Affairs,V,S2,Business,0.0
EMP100802,Dimas Kusuma Indrawan,654387,82,PT Lumo Cosmetics Asia,Distribution,Brand Executive,IT,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,0.0
EMP100803,Maya Kusuma Putra,443934,97,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,R&D,Operations,Technology,IV,SMA,Business,1.0
EMP100804,Luthfi Hidayat,248479,40,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Marketing,Talent Management,HR & Corp Affairs,V,D3,Economics,0.0
EMP100805,Oktavia Pratama,216219,33,PT Mandala Distribution Center,Store,Sales Supervisor,IT,Talent Management,HR & Corp Affairs,IV,D3,Statistics,0.0
EMP100806,Dwi Kurniawan,514696,2,PT Mandala Distribution Center,Distribution,Sales Supervisor,HR,Digital Marketing,Commercial,III,S2,Business,
EMP100807,Cahyo Pradana,477470,36,PT Lumo Cosmetics Asia,Plant,Brand Executive,Marketing,Product Dev,Technology,IV,D3,Statistics,0.0
EMP100808,Mahendra Firmansyah,231145,114,PT VASKA Wellness,Plant,HRBP,IT,Product Dev,HR & Corp Affairs,IV,D3,Design,0.0
EMP100809,Dian Nugroho,902891,69,PT VASKA Wellness,Plant,Sales Supervisor,IT,Sales,HR & Corp Affairs,IV,S2,Business,0.0
EMP100810,Mahendra Tri Permadi,749713,65,PT Aurora Beauty Indonesia,Plant,HRBP,Marketing,Sales,Technology,V,S1,Economics,0.0
EMP100811,Tania Aji Ramadhan,354747,49,PT Mandala Distribution Center,HQ,Data Analyst,IT,Product Dev,Commercial,III,D3,Economics,0.0
EMP100812,Lestari Herlambang,547706,63,PT Mandala Distribution Center,Plant,Finance Officer,R&D,Talent Management,HR & Corp Affairs,IV,S1,Economics,0.0
EMP100813,Vania Baskara Utami,777333,26,PT Lumo Cosmetics Asia,Store,Finance Officer,HR,Sales,Technology,V,S2,Engineering,0.0
EMP100814,Vania Setiawan,318344,75,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Sales,Commercial,III,S1,Design,0.0
EMP100815,Andi Dharma Saputra,807035,77,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,HR,Talent Management,Commercial,IV,SMA,Design,0.0
EMP100816,Bella Aji Ginting,143050,89,PT VASKA Wellness,Distribution,Brand Executive,Marketing,Sales,Technology,IV,SMA,Psychology,0.0
EMP100817,Oka Handayani,314334,37,PT VASKA Wellness,Distribution,Supply Planner,R&D,Sales,HR & Corp Affairs,III,SMA,Engineering,0.0
EMP100818,Fajar Qolbi Rahmawati,975724,85,PT VASKA Wellness,Store,Sales Supervisor,R&D,Digital Marketing,Technology,III,S1,Economics,0.0
EMP100819,Prasetyo Kusuma Putra,173085,54,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Finance,Operations,Commercial,IV,D3,Statistics,0.0
EMP100820,Rizky Pratama,139647,17,PT VASKA Wellness,Store,Supply Planner,IT,Product Dev,HR & Corp Affairs,IV,D3,Business,0.0
EMP100821,Kartika Saputra,371346,35,PT Aurora Beauty Indonesia,Store,Brand Executive,R&D,Talent Management,Technology,V,SMA,Psychology,0.0
EMP100822,Maya Lukman,477693,42,PT Mandala Distribution Center,Store,Supply Planner,IT,Operations,Commercial,V,S1,Economics,0.0
EMP100823,Hana Aji Hidayat,566077,10,PT Mandala Distribution Center,HQ,Supply Planner,Finance,Operations,HR & Corp Affairs,V,SMA,Engineering,0.0
EMP100824,Intan Suharto,139658,54,PT Lumo Cosmetics Asia,Plant,Supply Planner,IT,Digital Marketing,Commercial,V,S2,Design,0.0
EMP100825,Yuni Handayani,521141,58,PT Aurora Beauty Indonesia,Plant,Supply Planner,R&D,Product Dev,HR & Corp Affairs,III,SMA,Business,
EMP100826,Ayu Rachman Subekti,870402,99,PT Mandala Distribution Center,HQ,Sales Supervisor,Finance,Talent Management,Commercial,V,D3,Business,0.0
EMP100827,Oktavia Candra Kurniawan,652484,55,PT Aurora Beauty Indonesia,Store,Data Analyst,HR,Operations,HR & Corp Affairs,IV,S2,Design,0.0
EMP100828,Umar Hidayat,833986,15,PT Mandala Distribution Center,HQ,Sales Supervisor,R&D,Digital Marketing,Commercial,IV,D3,Design,0.0
EMP100829,Bayu Wibowo,440734,50,PT Mandala Distribution Center,HQ,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,IV,SMA,Psychology,0.0
EMP100830,Hana Herlambang,341835,13,PT Mandala Distribution Center,Store,Brand Executive,Operations,Operations,Commercial,V,SMA,Business,1.0
EMP100831,Dwi Iqbal Halim,238220,29,PT VASKA Wellness,HQ,Brand Executive,R&D,Digital Marketing,Technology,V,D3,Business,
EMP100832,Eko Suharto,801927,58,PT Mandala Distribution Center,Plant,Finance Officer,Marketing,Operations,Commercial,III,SMA,Design,0.0
EMP100833,Andi Wijaya,481437,18,PT Mandala Distribution Center,HQ,Data Analyst,Operations,Operations,HR & Corp Affairs,III,SMA,Economics,0.0
EMP100834,Nadia Rachman Pratomo,597203,16,PT Lumo Cosmetics Asia,Plant,Supply Planner,Operations,Talent Management,Technology,V,S2,Statistics,0.0
EMP100835,Nurlita Purnama,556380,52,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Operations,Talent Management,HR & Corp Affairs,IV,SMA,Statistics,0.0
EMP100836,Luthfi Simanjuntak,978546,57,PT Lumo Cosmetics Asia,Distribution,Brand Executive,Operations,Product Dev,Commercial,V,SMA,Statistics,1.0
EMP100837,Nadia Ananda,403863,7,PT Aurora Beauty Indonesia,HQ,Brand Executive,HR,Product Dev,HR & Corp Affairs,V,D3,Engineering,
EMP100838,Nurlita Permadi,482966,36,PT Mandala Distribution Center,Plant,Brand Executive,Finance,Product Dev,HR & Corp Affairs,IV,SMA,Design,
EMP100839,Yuni Rohman,377570,85,PT Mandala Distribution Center,Distribution,Data Analyst,IT,Digital Marketing,Technology,V,S1,Design,0.0
EMP100840,Sari Halim Ramadhan,896146,77,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,Marketing,Sales,Technology,III,D3,Business,0.0
EMP100841,Zaki Syahputra,926304,58,PT Mandala Distribution Center,HQ,Supply Planner,HR,Sales,HR & Corp Affairs,V,S2,Psychology,0.0
EMP100842,Umar Candra Siregar,506253,90,PT VASKA Wellness,Plant,Brand Executive,R&D,Talent Management,Commercial,V,D3,Business,0.0
EMP100843,Dinda Kurniawan,155769,63,PT VASKA Wellness,HQ,Data Analyst,HR,Operations,Technology,III,S2,Design,0.0
EMP100844,Rizka Gunawan,955930,81,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Sales,Technology,V,S2,Design,0.0
EMP100845,Rama Qolbi Maulana,381768,29,PT Aurora Beauty Indonesia,Store,Finance Officer,Marketing,Operations,Commercial,V,SMA,Psychology,0.0
EMP100846,Zaki Rahmawati,278390,61,PT Mandala Distribution Center,Plant,Supply Planner,IT,Operations,HR & Corp Affairs,III,D3,Statistics,0.0
EMP100847,Oka Saputra Sinaga,258801,54,PT VASKA Wellness,Plant,HRBP,Finance,Digital Marketing,Technology,IV,SMA,Business,0.0
EMP100848,Rifqi Hartanto,757470,41,PT Mandala Distribution Center,Plant,Brand Executive,HR,Digital Marketing,Technology,V,D3,Economics,0.0
EMP100849,Yuni Purnama,504839,49,PT VASKA Wellness,HQ,Finance Officer,IT,Operations,HR & Corp Affairs,III,S1,Statistics,
EMP100850,Eko Mahardika Suharto,999346,57,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Marketing,Product Dev,Commercial,III,S1,Engineering,0.0
EMP100851,Ari Pratama,283189,57,PT VASKA Wellness,Plant,Data Analyst,HR,Operations,HR & Corp Affairs,IV,S1,Engineering,0.0
EMP100852,Anisa Siregar,724119,33,PT Mandala Distribution Center,Plant,Data Analyst,HR,Product Dev,Commercial,III,SMA,Psychology,0.0
EMP100853,Umar Zulfikar,510862,67,PT VASKA Wellness,Plant,Data Analyst,IT,Talent Management,Commercial,V,D3,Statistics,0.0
EMP100854,Rama Putra,868452,87,PT Lumo Cosmetics Asia,Store,HRBP,Operations,Digital Marketing,Commercial,IV,SMA,Business,0.0
EMP100855,Satya Tamba,932222,13,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,HR,Operations,Commercial,V,SMA,Psychology,0.0
EMP100856,Ahmad Pratama,914030,77,PT VASKA Wellness,Plant,Supply Planner,Operations,Product Dev,Technology,IV,SMA,Design,0.0
EMP100857,Ayu Aji Maulida,738616,27,PT Aurora Beauty Indonesia,Store,HRBP,Finance,Talent Management,Commercial,III,D3,Statistics,
EMP100858,Maya Fadillah Utami,666703,63,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,R&D,Sales,HR & Corp Affairs,V,D3,Economics,0.0
EMP100859,Vania Indrawan,818532,81,PT Aurora Beauty Indonesia,Store,Brand Executive,Marketing,Product Dev,Technology,V,SMA,Design,0.0
EMP100860,Bella Anugrah Rohman,450731,67,PT Mandala Distribution Center,Store,Brand Executive,R&D,Product Dev,HR & Corp Affairs,IV,S2,Business,0.0
EMP100861,Yoga Putra,431882,44,PT VASKA Wellness,Store,Finance Officer,R&D,Sales,HR & Corp Affairs,IV,S1,Statistics,0.0
EMP100862,Ayu Saputra,733070,85,PT Mandala Distribution Center,Plant,Data Analyst,IT,Talent Management,Technology,IV,SMA,Engineering,0.0
